FilePath,MethodCount,CrappyMethodCount,MaxCrap,AvgCrap,TotalCrapLoad,AvgCoverage,MaxComplexity,WorstMethod,IsProduction
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/AcceptanceTests/McpServer/McpServerAcceptanceTests.cs,6,0,6,3.33,0,0,2,ClearMeasure.Bootcamp.AcceptanceTests.McpServer.McpServerAcceptanceTests.McpTearDown(),False
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/AcceptanceTests/McpServer/McpWorkOrderLifecycleTests.cs,5,0,6,4.4,0,0,2,ClearMeasure.Bootcamp.AcceptanceTests.McpServer.McpWorkOrderLifecycleTests.McpTearDown(),False
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/AcceptanceTests/NServiceBus/TracerBulletTests.cs,2,0,6,4,0,0,2,ClearMeasure.Bootcamp.AcceptanceTests.NServiceBus.TracerBulletTests.TracerBullet_WorkerReceivesCommandAndReplies(),False
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/AcceptanceTests/WorkOrders/WorkOrderSearchTests.cs,12,0,6,2.33,0,0,2,ClearMeasure.Bootcamp.AcceptanceTests.WorkOrders.WorkOrderSearchTests.ShouldNavigateToWorkOrderDetailsWhenClickingWorkOrderNumber(),False
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/Core/Model/WorkOrder.cs,12,0,6,2.33,0,0,2,ClearMeasure.Bootcamp.Core.Model.WorkOrder.getTruncatedString(string?),True
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/Core/Queries/WorkOrderSpecificationQuery.cs,4,0,6,3,0,0,2,ClearMeasure.Bootcamp.Core.Queries.WorkOrderSpecificationQuery.Status.get,True
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/DataAccess/Handlers/EmployeeQueryHandler.cs,2,0,6,4,0,0,2,"ClearMeasure.Bootcamp.DataAccess.Handlers.EmployeeQueryHandler.Handle(EmployeeGetAllQuery, CancellationToken)",True
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/DataAccess/Handlers/ForecastQueryHandler.cs,3,0,6,3.33,0,0,2,ClearMeasure.Bootcamp.DataAccess.Handlers.ForecastQueryHandler.WeatherForecastData.WeatherForecastData(),True
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/DataAccess/Messaging/DistributedBus.cs,1,0,6,6,0,0,2,"ClearMeasure.Bootcamp.DataAccess.Messaging.DistributedBus.PublishAsync<TEvent>(TEvent?, CancellationToken)",True
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/Database/Console/AbstractDatabaseCommand.cs,5,0,6,2.8,0,0,2,"ClearMeasure.Bootcamp.Database.Console.AbstractDatabaseCommand.Execute(CommandContext, DatabaseOptions, CancellationToken)",True
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/Database/Console/DatabaseRebuildSteps.cs,6,0,6,2.67,0,0,2,"ClearMeasure.Bootcamp.Database.Console.DatabaseRebuildSteps.ToResult(DatabaseUpgradeResult, string)",True
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/Database/Console/QuietLog.cs,6,0,6,2.67,0,0,2,"ClearMeasure.Bootcamp.Database.Console.QuietLog.LogInformation(string, params object[])",True
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/Database/Console/UpdateDatabaseCommand.cs,1,0,6,6,0,0,2,"ClearMeasure.Bootcamp.Database.Console.UpdateDatabaseCommand.ExecuteInternal(CommandContext, DatabaseOptions, string, CancellationToken)",True
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/IntegrationTests/LlmGateway/CanConnectToLlmServerHealthCheckTests.cs,7,0,6,2.57,0,0,2,ClearMeasure.Bootcamp.IntegrationTests.LlmGateway.CanConnectToLlmServerHealthCheckTests.StubConfigBus.Send<TResponse>(IRequest<TResponse>),False
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/McpServer/Tools/EmployeeTools.cs,3,0,6,3.33,0,0,2,"ClearMeasure.Bootcamp.McpServer.Tools.EmployeeTools.GetEmployee(IBus, string)",True
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/UI/Client/PublisherGateway.cs,3,0,6,3.33,0,0,2,ClearMeasure.Bootcamp.UI.Client.PublisherGateway.SendToTopic(WebServiceMessage),True
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/UI/Client/RemotableBus.cs,2,0,6,6,0,0,2,ClearMeasure.Bootcamp.UI.Client.RemotableBus.Send<TResponse>(IRequest<TResponse>),True
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/UI/Client/UserSession.cs,3,0,6,4.67,0,0,2,ClearMeasure.Bootcamp.UI.Client.UserSession.GetCurrentUserAsync(),True
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/UI/Server/DatabaseConfiguration.cs,2,0,6,4,0,0,2,ClearMeasure.Bootcamp.UI.Server.DatabaseConfiguration.ResetConnectionPool(),True
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/UI/Server/Is64BitProcessHealthCheck.cs,1,0,6,6,0,0,2,"ClearMeasure.Bootcamp.UI.Server.Is64BitProcessHealthCheck.CheckHealthAsync(HealthCheckContext, CancellationToken)",True
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/UI/Server/NeedsRebootHealthCheck.cs,1,0,6,6,0,0,2,"ClearMeasure.Bootcamp.UI.Server.NeedsRebootHealthCheck.CheckHealthAsync(HealthCheckContext, CancellationToken)",True
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/UI.Shared/Pages/Settings.razor.cs,2,0,6,4,0,0,2,ClearMeasure.Bootcamp.UI.Shared.Pages.Settings.OnDarkModeChanged(ChangeEventArgs),True
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/UnitTests/Api/ApiRateLimitingWebTests.cs,13,0,6,3.23,0,0,2,ClearMeasure.Bootcamp.UnitTests.Api.ApiRateLimitingWebTests.Should_NotRateLimit_When_PathIsNotApi(),False
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/UnitTests/UI.Client/RemotableBusTests.cs,18,0,6,2.22,0,0,2,ClearMeasure.Bootcamp.UnitTests.UI.Client.RemotableBusTests.StubPublisherGateway.SendToTopic(WebServiceMessage),False
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/UnitTests/UI.Server/ApiKeyAuthenticationMiddlewareTests.cs,4,0,6,3,0,0,2,"ClearMeasure.Bootcamp.UnitTests.UI.Server.ApiKeyAuthenticationMiddlewareTests.ShouldValidate_ReturnsExpected_When_PathAndOptions(string, bool)",False
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/Worker/Messaging/RemotableBus.cs,4,0,6,5,0,0,2,Worker.Messaging.RemotableBus.Send<TResponse>(IRequest<TResponse>),True
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/Core/Model/StateCommands/AddAttachmentMetadataCommand.cs,1,0,6,6,0,0,2,ClearMeasure.Bootcamp.Core.Model.StateCommands.AddAttachmentMetadataCommand.CreateAttachment(DateTime),True
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/Core/Model/StateCommands/DraftToAssignedCommand.cs,6,0,6,2.67,0,0,2,ClearMeasure.Bootcamp.Core.Model.StateCommands.DraftToAssignedCommand.Execute(StateCommandContext),True
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/Core/Model/StateCommands/SaveDraftCommand.cs,6,0,6,2.67,0,0,2,ClearMeasure.Bootcamp.Core.Model.StateCommands.SaveDraftCommand.Execute(StateCommandContext),True
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/Core/Model/StateCommands/StateCommandBase.cs,3,0,6,3.33,0,0,2,ClearMeasure.Bootcamp.Core.Model.StateCommands.StateCommandBase.IsValid(),True
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/UI/Api/Controllers/DetailedHealthController.cs,3,0,6,3.33,0,0,2,ClearMeasure.Bootcamp.UI.Api.Controllers.DetailedHealthController.ConditionalJson<T>(T),True
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/UI/Api/Controllers/TimeController.cs,1,0,6,6,0,0,2,ClearMeasure.Bootcamp.UI.Api.Controllers.TimeController.Get(),True
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/UI/Api/Controllers/VersionController.cs,1,0,6,6,0,0,2,ClearMeasure.Bootcamp.UI.Api.Controllers.VersionController.Get(),True
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/UI/Api/Controllers/WeatherForecastController.cs,1,0,6,6,0,0,2,ClearMeasure.Bootcamp.UI.Api.Controllers.WeatherForecastController.Get(),True
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/UI/Server/Notifications/ServerRealtimeBus.cs,1,0,6,6,0,0,2,ClearMeasure.Bootcamp.UI.Server.Notifications.ServerRealtimeBus.Publish(INotification),True
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/UnitTests/UI.Shared/Components/MyWorkOrdersTests.cs,8,0,6,3,0,0,2,ClearMeasure.Bootcamp.UnitTests.UI.Shared.Components.MyWorkOrdersTests.StubBusWithWorkOrders.Send<TResponse>(IRequest<TResponse>),False
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/UnitTests/UI.Shared/Pages/ApplicationChatTests.cs,7,0,6,3.14,0,0,2,ClearMeasure.Bootcamp.UnitTests.UI.Shared.Pages.ApplicationChatTests.ShouldKeepPromptInputAvailableAfterManyMessages(),False
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/Worker/Sagas/AiBotWorkerOrder/AiBotWorkOrderSaga.cs,5,0,6,2.8,0,0,2,"Worker.Sagas.AiBotWorkerOrder.AiBotWorkOrderSaga.Handle(StartAiBotWorkOrderSagaCommand, IMessageHandlerContext)",True
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/UnitTests/BogusOverrides.cs,2,0,5.05,3.02,0,0.9,5,ClearMeasure.Bootcamp.UnitTests.BogusOverrides.Generate(AutoGenerateOverrideContext),False
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/DataAccess/Mappings/DataContext.cs,4,0,2.5,1.62,0,0.6,2,ClearMeasure.Bootcamp.DataAccess.Mappings.DataContext.OnConfiguring(DbContextOptionsBuilder),True
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/ChurchBulletin.AppHost/AppHost.cs,1,0,2,2,0,0,1,Program.<Main>$(string[]),True
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/ChurchBulletin.ServiceDefaults/CorrelationIdMiddlewareExtensions.cs,1,0,2,2,0,0,1,Microsoft.AspNetCore.Builder.CorrelationIdMiddlewareExtensions.UseCorrelationId(this IApplicationBuilder),True
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/ChurchBulletin.ServiceDefaults/EventEntry.cs,2,0,2,2,0,0,1,Microsoft.Extensions.Hosting.EventEntry.EventEntry(),True
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/DataAccess/HealthCheckRemotableRequestHandler.cs,1,0,2,2,0,0,1,"ClearMeasure.Bootcamp.DataAccess.HealthCheckRemotableRequestHandler.Handle(HealthCheckRemotableRequest, CancellationToken)",True
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/Database/Program.cs,1,0,2,2,0,0,1,Program.<Main>$(string[]),True
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/IntegrationTests/IntegratedTestBase.cs,2,0,2,2,0,0,1,ClearMeasure.Bootcamp.IntegrationTests.IntegratedTestBase.Faker<TK>(),False
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/IntegrationTests/SqlExecuter.cs,2,0,2,1.5,0,1,2,"ClearMeasure.Bootcamp.IntegrationTests.SqlExecuter.ExecuteSql(string, Action<DbDataReader>)",False
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/IntegrationTests/SqlServerTestAssumptions.cs,1,0,2,2,0,0,1,ClearMeasure.Bootcamp.IntegrationTests.SqlServerTestAssumptions.RequireSqlServer(),False
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/IntegrationTests/TracerBulletSignal.cs,2,0,2,2,0,0.5,2,"ClearMeasure.Bootcamp.IntegrationTests.TracerBulletSignal.WaitForReply(Guid, TimeSpan)",False
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/IntegrationTests/ZDataLoader.cs,3,0,2,1.33,0,0.7,1,ClearMeasure.Bootcamp.IntegrationTests.ZDataLoader.CreateUser(),False
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/LlmGateway/WorkOrderChatHandler.cs,1,0,2,2,0,0,1,"ClearMeasure.Bootcamp.LlmGateway.WorkOrderChatHandler.Handle(WorkOrderChatQuery, CancellationToken)",True
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/LlmGateway/WorkOrderTool.cs,2,0,2,2,0,0,1,ClearMeasure.Bootcamp.LlmGateway.WorkOrderTool.GetWorkOrderByNumber(string),True
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/McpServer/McpServiceRegistry.cs,1,0,2,2,0,0,1,ClearMeasure.Bootcamp.McpServer.McpServiceRegistry.McpServiceRegistry(),True
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/McpServer/NullDistributedBus.cs,1,0,2,2,0,0,1,"ClearMeasure.Bootcamp.McpServer.NullDistributedBus.PublishAsync<TEvent>(TEvent?, CancellationToken)",True
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/UI.Shared/AppComponentBase.cs,1,0,2,2,0,0,1,ClearMeasure.Bootcamp.UI.Shared.AppComponentBase.EventBus.get,True
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/UI.Shared/FunJeffreyCustomEventHealthCheck.cs,1,0,2,2,0,0,1,"ClearMeasure.Bootcamp.UI.Shared.FunJeffreyCustomEventHealthCheck.CheckHealthAsync(HealthCheckContext, CancellationToken)",True
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/Worker/Program.cs,1,0,2,2,0,0,1,Program.<Main>$(string[]),True
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/Worker/WorkOrderEndpoint.cs,3,0,2,2,0,0,1,Worker.WorkOrderEndpoint.WorkOrderEndpoint(IConfiguration),True
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/AcceptanceTests/AIAgents/AutoReformatAgentTests.cs,1,0,2,2,0,0,1,ClearMeasure.Bootcamp.AcceptanceTests.AIAgents.AutoReformatAgentTests.ShouldReformatWorkOrderTitleAndDescription(),False
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/AcceptanceTests/App/ClientHealthCheckTests.cs,4,0,2,2,0,0,1,ClearMeasure.Bootcamp.AcceptanceTests.App.ClientHealthCheckTests.FirstStartShouldValidateClientHealthChecks(),False
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/AcceptanceTests/App/CopyrightFooterTests.cs,4,0,2,2,0,0,1,ClearMeasure.Bootcamp.AcceptanceTests.App.CopyrightFooterTests.ShouldShowCopyrightFooter_OnLandingPage_WhenAnonymous(),False
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/AcceptanceTests/App/CounterTests.cs,5,0,2,2,0,0,1,ClearMeasure.Bootcamp.AcceptanceTests.App.CounterTests.Should_DisplayCounterPage_WhenNavigatingFromNav(),False
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/AcceptanceTests/App/LandingPageTests.cs,2,0,2,2,0,0,1,ClearMeasure.Bootcamp.AcceptanceTests.App.LandingPageTests.Should_DisplayChurchTitle_WithDarkGreyColor(),False
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/AcceptanceTests/App/NavRailToggleTests.cs,5,0,2,2,0,0,1,ClearMeasure.Bootcamp.AcceptanceTests.App.NavRailToggleTests.ShouldHideAndShowNavigationRail_OnWideViewport_AfterLogin(),False
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/AcceptanceTests/App/NeedsRebootHealthCheckTests.cs,7,0,2,2,0,0,1,ClearMeasure.Bootcamp.AcceptanceTests.App.NeedsRebootHealthCheckTests.RequiresBrowser.get,False
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/AcceptanceTests/App/WarmUpTests.cs,1,0,2,2,0,0,1,ClearMeasure.Bootcamp.AcceptanceTests.App.WarmUpTests.WarmUp_BlazorWasm_LoginLinkVisible(),False
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/AcceptanceTests/Authentication/LogoutTests.cs,2,0,2,2,0,0,1,ClearMeasure.Bootcamp.AcceptanceTests.Authentication.LogoutTests.Setup(),False
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/AcceptanceTests/WorkOrders/WorkOrderAIChatTests.cs,4,0,2,2,0,0,1,ClearMeasure.Bootcamp.AcceptanceTests.WorkOrders.WorkOrderAiChatTests.EnsureLlmAvailable(),False
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/AcceptanceTests/WorkOrders/WorkOrderAssignTests.cs,1,0,2,2,0,0,1,ClearMeasure.Bootcamp.AcceptanceTests.WorkOrders.WorkOrderAssignTests.ShouldAssignEmployeeAndAssign(),False
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/AcceptanceTests/WorkOrders/WorkOrderAttachmentTests.cs,1,0,2,2,0,0,1,ClearMeasure.Bootcamp.AcceptanceTests.WorkOrders.WorkOrderAttachmentTests.ShouldAddAttachmentMetadataAndDisplayOnManagePage(),False
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/AcceptanceTests/WorkOrders/WorkOrderBeginTests.cs,1,0,2,2,0,0,1,ClearMeasure.Bootcamp.AcceptanceTests.WorkOrders.WorkOrderBeginTests.ShouldAssignEmployeeAndAssign(),False
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/AcceptanceTests/WorkOrders/WorkOrderCancelTests.cs,1,0,2,2,0,0,1,ClearMeasure.Bootcamp.AcceptanceTests.WorkOrders.WorkOrderCancelTests.ShouldAssignThenCancelWorkOrder(),False
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/AcceptanceTests/WorkOrders/WorkOrderCompleteTests.cs,2,0,2,2,0,0,1,ClearMeasure.Bootcamp.AcceptanceTests.WorkOrders.WorkOrderCompleteTests.ShouldCompleteWorkOrder(),False
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/AcceptanceTests/WorkOrders/WorkOrderDictationTests.cs,5,0,2,2,0,0,1,ClearMeasure.Bootcamp.AcceptanceTests.WorkOrders.WorkOrderDictationTests.ShouldRenderDictateTitleButtonOnWorkOrderManagePage(),False
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/AcceptanceTests/WorkOrders/WorkOrderRoomNumberLengthTests.cs,2,0,2,2,0,0,1,ClearMeasure.Bootcamp.AcceptanceTests.WorkOrders.WorkOrderRoomNumberLengthTests.ShouldSaveWorkOrderWith900CharacterRoom(),False
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/AcceptanceTests/WorkOrders/WorkOrderSaveDraftTests.cs,6,0,2,2,0,0,1,ClearMeasure.Bootcamp.AcceptanceTests.WorkOrders.WorkOrderSaveDraftTests.ShouldLoadScreenForNewWorkOrder(),False
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/AcceptanceTests/WorkOrders/WorkOrderShelvedTests.cs,1,0,2,2,0,0,1,ClearMeasure.Bootcamp.AcceptanceTests.WorkOrders.WorkOrderShelvedTests.ShouldShelveInProgressWorkOrder(),False
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/AcceptanceTests/WorkOrders/WorkOrderSpeechTests.cs,5,0,2,2,0,0,1,ClearMeasure.Bootcamp.AcceptanceTests.WorkOrders.WorkOrderSpeechTests.ShouldRenderSpeakTitleButtonOnWorkOrderManagePage(),False
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/Core/Import/WorkOrderBulkImportParseResult.cs,3,0,2,2,0,0,1,"ClearMeasure.Bootcamp.Core.Import.WorkOrderBulkImportParseResult.WorkOrderBulkImportParseResult(bool, string?, IReadOnlyList<WorkOrderBulkImportRow>)",True
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/Core/Messaging/WebServiceMessage.cs,5,0,2,2,0,0,1,ClearMeasure.Bootcamp.Core.Messaging.WebServiceMessage.WebServiceMessage(),True
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/Core/Model/Role.cs,1,0,2,2,0,0,1,ClearMeasure.Bootcamp.Core.Model.Role.Role(),True
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/Core/Model/WeatherForecast.cs,1,0,2,2,0,0,1,ClearMeasure.Bootcamp.Core.Model.WeatherForecast.TemperatureF.get,True
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/Core/Services/EmployeeSpecification.cs,2,0,2,2,0,0,1,ClearMeasure.Bootcamp.Core.Services.EmployeeSpecification.EmployeeSpecification(),True
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/Core/Services/WorkOrderSearchSpecification.cs,3,0,2,2,0,0,1,ClearMeasure.Bootcamp.Core.Services.WorkOrderSearchSpecification.MatchStatus(WorkOrderStatus?),True
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/Core/Validation/EmployeeByUserNameQueryValidator.cs,1,0,2,2,0,0,1,ClearMeasure.Bootcamp.Core.Validation.EmployeeByUserNameQueryValidator.EmployeeByUserNameQueryValidator(),True
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/Core/Validation/HealthCheckRemotableRequestValidator.cs,1,0,2,2,0,0,1,ClearMeasure.Bootcamp.Core.Validation.HealthCheckRemotableRequestValidator.HealthCheckRemotableRequestValidator(),True
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/Core/Validation/UserLoggedInEventValidator.cs,1,0,2,2,0,0,1,ClearMeasure.Bootcamp.Core.Validation.UserLoggedInEventValidator.UserLoggedInEventValidator(),True
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/Core/Validation/WebServiceMessageValidator.cs,1,0,2,2,0,0,1,ClearMeasure.Bootcamp.Core.Validation.WebServiceMessageValidator.WebServiceMessageValidator(),True
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/Core/Validation/WorkOrderAttachmentsQueryValidator.cs,1,0,2,2,0,0,1,ClearMeasure.Bootcamp.Core.Validation.WorkOrderAttachmentsQueryValidator.WorkOrderAttachmentsQueryValidator(),True
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/Core/Validation/WorkOrderByNumberQueryValidator.cs,1,0,2,2,0,0,1,ClearMeasure.Bootcamp.Core.Validation.WorkOrderByNumberQueryValidator.WorkOrderByNumberQueryValidator(),True
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/DataAccess/Handlers/AddAttachmentMetadataCommandHandler.cs,1,0,2,2,0,0,1,"ClearMeasure.Bootcamp.DataAccess.Handlers.AddAttachmentMetadataCommandHandler.Handle(AddAttachmentMetadataCommand, CancellationToken)",True
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/DataAccess/Handlers/TelemetryHandler.cs,1,0,2,2,0,0,1,"ClearMeasure.Bootcamp.DataAccess.Handlers.TelemetryHandler.Handle(UserLoggedInEvent, CancellationToken)",True
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/DataAccess/Handlers/WorkOrderAttachmentsQueryHandler.cs,1,0,2,2,0,0,1,"ClearMeasure.Bootcamp.DataAccess.Handlers.WorkOrderAttachmentsQueryHandler.Handle(WorkOrderAttachmentsQuery, CancellationToken)",True
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/DataAccess/Mappings/EntityMapBase.cs,1,0,2,2,0,0,1,ClearMeasure.Bootcamp.DataAccess.Mappings.EntityMapBase<T>.Map(ModelBuilder),True
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/IntegrationTests/Api/DetailedHealthWebApplicationFactory.cs,1,0,2,2,0,0,1,ClearMeasure.Bootcamp.IntegrationTests.Api.DetailedHealthWebApplicationFactory.ConfigureWebHost(IWebHostBuilder),False
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/IntegrationTests/Api/DiagnosticsApiKeyProtectedWebApplicationFactory.cs,1,0,2,2,0,0,1,ClearMeasure.Bootcamp.IntegrationTests.Api.DiagnosticsApiKeyProtectedWebApplicationFactory.ConfigureWebHost(IWebHostBuilder),False
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/IntegrationTests/Api/DiagnosticsEndpointIntegrationTests.cs,10,0,2,2,0,0,1,ClearMeasure.Bootcamp.IntegrationTests.Api.DiagnosticsEndpointIntegrationTests.OneTimeSetUp(),False
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/IntegrationTests/Api/DiagnosticsWebApplicationFactory.cs,1,0,2,2,0,0,1,ClearMeasure.Bootcamp.IntegrationTests.Api.DiagnosticsWebApplicationFactory.ConfigureWebHost(IWebHostBuilder),False
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/IntegrationTests/Api/GrpcWebApplicationFactory.cs,1,0,2,2,0,0,1,ClearMeasure.Bootcamp.IntegrationTests.Api.GrpcWebApplicationFactory.ConfigureWebHost(IWebHostBuilder),False
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/IntegrationTests/Api/GrpcWorkOrderIntegrationTests.cs,8,0,2,2,0,0,1,ClearMeasure.Bootcamp.IntegrationTests.Api.GrpcWorkOrderIntegrationTests.OneTimeSetUp(),False
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/IntegrationTests/Api/PingEndpointIntegrationTests.cs,5,0,2,2,0,0,1,ClearMeasure.Bootcamp.IntegrationTests.Api.PingEndpointIntegrationTests.OneTimeSetUp(),False
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/IntegrationTests/Api/RealtimeNotificationWebSocketIntegrationTests.cs,6,0,2,2,0,0,1,ClearMeasure.Bootcamp.IntegrationTests.Api.RealtimeNotificationWebSocketIntegrationTests.OneTimeSetUp(),False
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/IntegrationTests/Api/WorkOrdersBulkImportIntegrationTests.cs,4,0,2,2,0,0,1,ClearMeasure.Bootcamp.IntegrationTests.Api.WorkOrdersBulkImportIntegrationTests.OneTimeSetUp(),False
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/IntegrationTests/Api/WorkOrdersBulkImportWebApplicationFactory.cs,1,0,2,2,0,0,1,ClearMeasure.Bootcamp.IntegrationTests.Api.WorkOrdersBulkImportWebApplicationFactory.ConfigureWebHost(IWebHostBuilder),False
D:/bootcamp-palermo-workorders/.claude/worktrees/crap-database-8638/src/IntegrationTests/DataAccess/DatabaseTests.cs,2,0,2,1.5,0,0.5,1,ClearMeasure.Bootcamp.IntegrationTests.DataAccess.DatabaseTests.CreateDatabaseSchema(),False
